Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Class of worker,  Class of worker - not applicable,169,155,,70,,85,,404350,,197705,,206640,
Class of worker,  All classes of workers,170,7665,,4025,,3640,,18268125,,9534120,,8734000,
Class of worker,    Employee,,5845,,2950,,2895,,16073685,,8158745,,7914940,
Class of worker,    Self-employed,171,1820,,1080,,745,,2194440,,1375380,,819060,
Occupation - National Occupational Classification (NOC) 2016,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,172,7820,,4095,,3730,,18672470,,9731830,,8940645,
Occupation - National Occupational Classification (NOC) 2016,  Occupation - not applicable,169,155,,65,,85,,404350,,197710,,206640,
Occupation - National Occupational Classification (NOC) 2016,  All occupations,170,7670,,4025,,3640,,18268120,,9534120,,8734005,
Occupation - National Occupational Classification (NOC) 2016,    0 Management occupations,,1555,,1015,,540,,2013370,,1251165,,762205,
Occupation - National Occupational Classification (NOC) 2016,    1 Business; finance and administration occupations,,1690,,870,,820,,2874305,,862870,,2011440,
Occupation - National Occupational Classification (NOC) 2016,    2 Natural and applied sciences and related occupations,,560,,385,,175,,1273660,,990560,,283105,
Occupation - National Occupational Classification (NOC) 2016,    3 Health occupations,,595,,250,,345,,1245885,,244730,,1001155,
Occupation - National Occupational Classification (NOC) 2016,    4 Occupations in education; law and social; community and government services,,1355,,520,,835,,2138445,,672945,,1465495,
Occupation - National Occupational Classification (NOC) 2016,    5 Occupations in art; culture; recreation and sport,,500,,220,,285,,557275,,255705,,301570,
Occupation - National Occupational Classification (NOC) 2016,    6 Sales and service occupations,,1110,,510,,600,,4265895,,1843510,,2422390,
Occupation - National Occupational Classification (NOC) 2016,    7 Trades; transport and equipment operators and related occupations,,200,,190,,15,,2668875,,2504290,,164585,
Occupation - National Occupational Classification (NOC) 2016,    8 Natural resources; agriculture and related production occupations,,40,,30,,10,,416135,,331920,,84215,
Occupation - National Occupational Classification (NOC) 2016,    9 Occupations in manufacturing and utilities,,60,,35,,25,,814285,,576435,,237845,
Industry - North American Industry Classification System (NAICS) 2012,Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,173,7820,,4095,,3725,,18672475,,9731830,,8940640,
Industry - North American Industry Classification System (NAICS) 2012,  Industry - NAICS2012 - not applicable,169,155,,70,,85,,404350,,197710,,206640,
Industry - North American Industry Classification System (NAICS) 2012,  All industry categories,170,7665,,4025,,3640,,18268125,,9534120,,8734000,
Industry - North American Industry Classification System (NAICS) 2012,    11 Agriculture; forestry; fishing and hunting,,25,,25,,0,,444680,,310000,,134675,
Industry - North American Industry Classification System (NAICS) 2012,    21 Mining; quarrying; and oil and gas extraction,,30,,20,,10,,271300,,219880,,51420,
Industry - North American Industry Classification System (NAICS) 2012,    22 Utilities,,40,,30,,10,,136350,,100135,,36210,
Industry - North American Industry Classification System (NAICS) 2012,    23 Construction,,225,,185,,40,,1365010,,1196550,,168455,
Industry - North American Industry Classification System (NAICS) 2012,    31-33 Manufacturing,,225,,150,,75,,1596570,,1149745,,446820,
Industry - North American Industry Classification System (NAICS) 2012,    41 Wholesale trade,,260,,160,,105,,665685,,451230,,214455,
Industry - North American Industry Classification System (NAICS) 2012,    44-45 Retail trade,,515,,220,,295,,2110200,,984090,,1126115,
Industry - North American Industry Classification System (NAICS) 2012,    48-49 Transportation and warehousing,,80,,60,,15,,876050,,656375,,219670,
Industry - North American Industry Classification System (NAICS) 2012,    51 Information and cultural industries,,335,,195,,130,,420350,,243650,,176705,
Industry - North American Industry Classification System (NAICS) 2012,    52 Finance and insurance,,1255,,825,,425,,790580,,327865,,462715,
Industry - North American Industry Classification System (NAICS) 2012,    53 Real estate and rental and leasing,,385,,175,,210,,333305,,184350,,148955,
Industry - North American Industry Classification System (NAICS) 2012,    54 Professional; scientific and technical services,,1500,,850,,645,,1335125,,740520,,594605,
Industry - North American Industry Classification System (NAICS) 2012,    55 Management of companies and enterprises,,60,,35,,25,,28795,,12795,,16000,
Industry - North American Industry Classification System (NAICS) 2012,    56 Administrative and support; waste management and remediation services,,215,,110,,105,,802420,,462825,,339590,
Industry - North American Industry Classification System (NAICS) 2012,    61 Educational services,,695,,225,,475,,1346585,,420845,,925735,
Industry - North American Industry Classification System (NAICS) 2012,    62 Health care and social assistance,,835,,320,,520,,2138025,,383755,,1754270,
Industry - North American Industry Classification System (NAICS) 2012,    71 Arts; entertainment and recreation,,200,,95,,105,,379740,,192875,,186865,
Industry - North American Industry Classification System (NAICS) 2012,    72 Accommodation and food services,,310,,175,,135,,1283725,,535210,,748515,
Industry - North American Industry Classification System (NAICS) 2012,    81 Other services (except public administration),,235,,70,,160,,814695,,371880,,442815,
Industry - North American Industry Classification System (NAICS) 2012,    91 Public administration,,245,,95,,150,,1128945,,589530,,539405,
Place of work status,Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,174,7235,,3775,,3460,,17230035,,8923540,,8306495,
Place of work status,  Worked at home,,1070,,430,,635,,1272285,,639500,,632785,
Place of work status,  Worked outside Canada,,110,,50,,60,,78815,,54235,,24580,
Place of work status,  No fixed workplace address,,395,,260,,130,,1987260,,1487445,,499820,
Place of work status,  Worked at usual place,,5660,,3025,,2630,,13891675,,6742360,,7149315,
Commuting destination,Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data,,5660,,3030,,2635,,13891680,,6742365,,7149315,
Commuting destination,  Commute within census subdivision (CSD) of residence,,4850,,2555,,2295,,8102115,,3723115,,4379005,
Commuting destination,  Commute to a different census subdivision (CSD) within census division (CD) of residence,,0,,0,,0,,2906390,,1435640,,1470750,
Commuting destination,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,775,,445,,325,,2725205,,1492170,,1233030,
Commuting destination,  Commute to a different province or territory,,35,,25,,10,,157970,,91445,,66525,
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,175,6055,,3290,,2765,,15878940,,8229810,,7649135,
Main mode of commuting,  Car; truck; van - as a driver,,3025,,1905,,1125,,11748095,,6380120,,5367975,
Main mode of commuting,  Car; truck; van - as a passenger,,230,,70,,160,,868920,,349855,,519065,
Main mode of commuting,  Public transit,,2205,,1040,,1165,,1968215,,846735,,1121485,
Main mode of commuting,  Walked,,405,,160,,245,,877985,,392950,,485030,
Main mode of commuting,  Bicycle,,55,,35,,20,,222130,,146615,,75515,
Main mode of commuting,  Other method,,135,,85,,50,,193595,,113525,,80060,
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,176,6055,,3295,,2765,,15878945,,8229810,,7649130,
Commuting duration,  Less than 15 minutes,,675,,300,,370,,4449920,,2071365,,2378555,
Commuting duration,  15 to 29 minutes,,1785,,1060,,720,,5314295,,2725165,,2589130,
Commuting duration,  30 to 44 minutes,,2480,,1380,,1095,,3228845,,1782680,,1446165,
Commuting duration,  45 to 59 minutes,,745,,380,,365,,1391060,,768115,,622940,
Commuting duration,  60 minutes and over,,375,,170,,210,,1494830,,882485,,612345,
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,177,6055,,3290,,2765,,15878940,,8229810,,7649135,
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,95,,65,,30,,1073680,,781230,,292455,
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,490,,335,,155,,2814750,,1754045,,1060710,
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,1740,,965,,770,,4458835,,2217210,,2241620,
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,2175,,1125,,1055,,3349975,,1408710,,1941265,
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,1085,,545,,535,,1756265,,752940,,1003325,
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,470,,255,,215,,2425435,,1315670,,1109765,
Language used most often at work,Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data,178,8560,,4440,,4120,,19956255,,10342970,,9613285,
Language used most often at work,  Single responses,,8450,,4380,,4070,,19365980,,10042855,,9323130,
Language used most often at work,    Official languages,,8365,,4340,,4025,,19090545,,9897470,,9193075,
Language used most often at work,      English,,8300,,4325,,3980,,15265335,,7952010,,7313320,
Language used most often at work,      French,,65,,20,,45,,3825215,,1945465,,1879750,
Language used most often at work,    Non-official languages,,85,,35,,45,,275430,,145380,,130055,
Language used most often at work,      Aboriginal languages,,0,,0,,0,,24950,,12385,,12565,
Language used most often at work,        Algonquian languages,,0,,0,,0,,14440,,7370,,7070,
Language used most often at work,          Blackfoot,,0,,0,,0,,80,,45,,35,
Language used most often at work,          Cree-Montagnais languages,,0,,0,,0,,11540,,5820,,5720,
Language used most often at work,            Atikamekw,,0,,0,,0,,1095,,580,,515,
Language used most often at work,            Montagnais (Innu),,0,,0,,0,,2055,,970,,1085,
Language used most often at work,            Moose Cree,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Naskapi,,0,,0,,0,,370,,180,,190,
Language used most often at work,            Northern East Cree,,0,,0,,0,,40,,25,,10,
Language used most often at work,            Plains Cree,,0,,0,,0,,95,,60,,35,
Language used most often at work,            Southern East Cree,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Swampy Cree,,0,,0,,0,,15,,10,,0,
Language used most often at work,            Woods Cree,,0,,0,,0,,75,,35,,40,
Language used most often at work,            Cree; n.o.s.,,0,,0,,0,,7795,,3965,,3835,
Language used most often at work,          Eastern Algonquian languages,,0,,0,,0,,925,,510,,420,
Language used most often at work,            Malecite,,0,,0,,0,,10,,0,,10,
Language used most often at work,            Mi'kmaq,,0,,0,,0,,915,,505,,410,
Language used most often at work,          Ojibway-Potawatomi languages,,0,,0,,0,,1895,,995,,900,
Language used most often at work,            Algonquin,,0,,0,,0,,45,,20,,25,
Language used most often at work,            Ojibway,,0,,0,,0,,765,,380,,385,
Language used most often at work,            Oji-Cree,,0,,0,,0,,1080,,595,,485,
Language used most often at work,            Ottawa (Odawa),,0,,0,,0,,0,,10,,0,
Language used most often at work,          Algonquian languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Athabaskan languages,,0,,0,,0,,1140,,530,,610,
Language used most often at work,          Northern Athabaskan languages,,0,,0,,0,,1135,,525,,610,
Language used most often at work,            Babine (Wetsuwet'en),,0,,0,,0,,0,,0,,0,
Language used most often at work,            Beaver,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Carrier,,0,,0,,0,,20,,0,,15,
Language used most often at work,            Chilcotin,,0,,0,,0,,20,,0,,10,
Language used most often at work,            Dene,,0,,0,,0,,770,,360,,405,
Language used most often at work,            Dogrib (Tlicho),,0,,0,,0,,165,,80,,80,
Language used most often at work,            Gwich'in,,0,,0,,0,,10,,10,,10,
Language used most often at work,            Sarsi (Sarcee),,0,,0,,0,,0,,10,,0,
Language used most often at work,            Sekani,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Slavey-Hare languages,,0,,0,,0,,135,,65,,70,
Language used most often at work,              North Slavey (Hare),,0,,0,,0,,95,,45,,45,
Language used most often at work,              South Slavey,,0,,0,,0,,35,,20,,20,
Language used most often at work,              Slavey; n.o.s.,,0,,0,,0,,10,,10,,0,
Language used most often at work,            Tahltan languages,,0,,0,,0,,10,,10,,10,
Language used most often at work,              Kaska (Nahani),,0,,0,,0,,10,,0,,0,
Language used most often at work,              Tahltan,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Tutchone languages,,0,,0,,0,,0,,0,,10,
Language used most often at work,              Northern Tutchone,,0,,0,,0,,0,,0,,0,
Language used most often at work,              Southern Tutchone,,0,,0,,0,,0,,0,,10,
Language used most often at work,          Athabaskan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Haida,,0,,0,,0,,10,,0,,10,
Language used most often at work,        Inuit languages,,0,,0,,0,,8845,,4255,,4595,
Language used most often at work,          Inuinnaqtun (Inuvialuktun),,0,,0,,0,,35,,10,,25,
Language used most often at work,          Inuktitut,,0,,0,,0,,8800,,4240,,4555,
Language used most often at work,          Inuit languages; n.i.e.,,0,,0,,0,,15,,10,,10,
Language used most often at work,        Iroquoian languages,,0,,0,,0,,35,,10,,30,
Language used most often at work,          Cayuga,,0,,0,,0,,10,,0,,0,
Language used most often at work,          Mohawk,,0,,0,,0,,35,,10,,25,
Language used most often at work,          Oneida,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Iroquoian languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Kutenai,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Michif,,0,,0,,0,,10,,0,,0,
Language used most often at work,        Salish languages,,0,,0,,0,,110,,25,,85,
Language used most often at work,          Comox,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Halkomelem,,0,,0,,0,,15,,10,,10,
Language used most often at work,          Lillooet,,0,,0,,0,,15,,10,,10,
Language used most often at work,          Okanagan,,0,,0,,0,,20,,10,,20,
Language used most often at work,          Shuswap (Secwepemctsin),,0,,0,,0,,35,,0,,30,
Language used most often at work,          Squamish,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Straits,,0,,0,,0,,15,,0,,15,
Language used most often at work,          Thompson (Ntlakapamux),,0,,0,,0,,0,,0,,10,
Language used most often at work,          Salish languages; n.i.e.,,0,,0,,0,,10,,0,,0,
Language used most often at work,        Siouan languages,,0,,0,,0,,260,,155,,105,
Language used most often at work,          Dakota,,0,,0,,0,,20,,10,,10,
Language used most often at work,          Stoney,,0,,0,,0,,240,,145,,95,
Language used most often at work,          Siouan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Tlingit,,0,,0,,0,,10,,10,,10,
Language used most often at work,        Tsimshian languages,,0,,0,,0,,25,,0,,20,
Language used most often at work,          Gitxsan (Gitksan),,0,,0,,0,,10,,10,,10,
Language used most often at work,          Nisga'a,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Tsimshian,,0,,0,,0,,0,,0,,10,
Language used most often at work,        Wakashan languages,,0,,0,,0,,35,,15,,20,
Language used most often at work,          Haisla,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Heiltsuk,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Kwakiutl (Kwak'wala),,0,,0,,0,,15,,10,,10,
Language used most often at work,          Nuu-chah-nulth (Nootka),,0,,0,,0,,10,,10,,10,
Language used most often at work,          Wakashan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Aboriginal languages; n.o.s.,,0,,0,,0,,30,,15,,15,
Language used most often at work,      Non-Aboriginal languages,,85,,40,,45,,250485,,132990,,117490,
Language used most often at work,        Afro-Asiatic languages,,0,,0,,0,,7380,,4530,,2850,
Language used most often at work,          Berber languages,,0,,0,,0,,35,,10,,30,
Language used most often at work,            Kabyle,,0,,0,,0,,20,,0,,20,
Language used most often at work,            Berber languages; n.i.e.,,0,,0,,0,,15,,10,,15,
Language used most often at work,          Cushitic languages,,0,,0,,0,,275,,105,,170,
Language used most often at work,            Bilen,,0,,0,,0,,10,,10,,10,
Language used most often at work,            Oromo,,0,,0,,0,,45,,25,,20,
Language used most often at work,            Somali,,0,,0,,0,,220,,80,,145,
Language used most often at work,            Cushitic languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Semitic languages,,10,,0,,10,,7065,,4420,,2650,
Language used most often at work,            Amharic,,0,,0,,0,,200,,95,,100,
Language used most often at work,            Arabic,,0,,0,,0,,5585,,3695,,1890,
Language used most often at work,            Assyrian Neo-Aramaic,,0,,0,,0,,205,,155,,55,
Language used most often at work,            Chaldean Neo-Aramaic,,0,,0,,0,,30,,20,,15,
Language used most often at work,            Harari,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Hebrew,,10,,0,,10,,825,,335,,490,
Language used most often at work,            Maltese,,0,,0,,0,,25,,15,,10,
Language used most often at work,            Tigrigna,,0,,0,,0,,135,,70,,60,
Language used most often at work,            Semitic languages; n.i.e.,,0,,0,,0,,65,,35,,30,
Language used most often at work,          Afro-Asiatic languages; n.i.e.,,0,,0,,0,,10,,0,,10,
Language used most often at work,        Austro-Asiatic languages,,0,,0,,0,,8550,,3790,,4760,
Language used most often at work,          Khmer (Cambodian),,0,,0,,0,,475,,230,,245,
Language used most often at work,          Vietnamese,,0,,0,,0,,8070,,3560,,4510,
Language used most often at work,          Austro-Asiatic languages; n.i.e,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Austronesian languages,,0,,0,,0,,3850,,1750,,2095,
Language used most often at work,          Bikol,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Cebuano,,0,,0,,0,,75,,20,,55,
Language used most often at work,          Fijian,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Hiligaynon,,0,,0,,0,,25,,0,,15,
Language used most often at work,          Ilocano,,0,,0,,0,,110,,50,,60,
Language used most often at work,          Malagasy,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Malay,,0,,0,,0,,140,,75,,65,
Language used most often at work,          Pampangan (Kapampangan; Pampango),,0,,0,,0,,10,,0,,10,
Language used most often at work,          Pangasinan,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Tagalog (Pilipino; Filipino),,0,,0,,0,,3450,,1580,,1875,
Language used most often at work,          Waray-Waray,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Austronesian languages; n.i.e.,,0,,0,,0,,40,,25,,15,
Language used most often at work,        Creole languages,,0,,0,,0,,350,,125,,225,
Language used most often at work,          Haitian Creole,,0,,0,,0,,25,,10,,15,
Language used most often at work,          Creole; n.o.s.,,0,,0,,0,,315,,110,,200,
Language used most often at work,          Creole languages; n.i.e.,,0,,0,,0,,15,,0,,10,
Language used most often at work,        Dravidian languages,,0,,0,,0,,2225,,1060,,1165,
Language used most often at work,          Kannada,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Malayalam,,0,,0,,0,,90,,50,,45,
Language used most often at work,          Tamil,,0,,0,,0,,2090,,1005,,1080,
Language used most often at work,          Telugu,,0,,0,,0,,45,,10,,35,
Language used most often at work,          Dravidian languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Hmong-Mien languages,,0,,0,,0,,10,,10,,0,
Language used most often at work,        Indo-European languages,,30,,0,,20,,85550,,47305,,38245,
Language used most often at work,          Albanian,,0,,0,,0,,350,,220,,125,
Language used most often at work,          Armenian,,0,,0,,0,,450,,220,,230,
Language used most often at work,          Balto-Slavic languages,,15,,0,,10,,10075,,4745,,5330,
Language used most often at work,            Baltic languages,,0,,0,,0,,95,,35,,60,
Language used most often at work,              Latvian,,0,,0,,0,,40,,10,,25,
Language used most often at work,              Lithuanian,,0,,0,,0,,60,,25,,30,
Language used most often at work,            Slavic languages,,10,,0,,10,,9980,,4710,,5270,
Language used most often at work,              Belarusan,,0,,0,,0,,0,,0,,0,
Language used most often at work,              Bosnian,,0,,0,,0,,155,,90,,65,
Language used most often at work,              Bulgarian,,0,,0,,0,,205,,110,,90,
Language used most often at work,              Croatian,,0,,0,,0,,220,,130,,95,
Language used most often at work,              Czech,,0,,0,,0,,70,,40,,30,
Language used most often at work,              Macedonian,,10,,0,,0,,95,,45,,55,
Language used most often at work,              Polish,,0,,0,,0,,2500,,1265,,1235,
Language used most often at work,              Russian,,10,,0,,0,,4850,,2135,,2720,
Language used most often at work,              Serbian,,0,,0,,0,,530,,320,,210,
Language used most often at work,              Serbo-Croatian,,0,,0,,0,,30,,25,,0,
Language used most often at work,              Slovak,,0,,0,,0,,100,,60,,40,
Language used most often at work,              Slovene (Slovenian),,0,,0,,0,,15,,0,,10,
Language used most often at work,              Ukrainian,,0,,0,,0,,1210,,485,,725,
Language used most often at work,              Slavic languages; n.i.e.,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Celtic languages,,0,,0,,0,,25,,20,,10,
Language used most often at work,            Scottish Gaelic,,0,,0,,0,,15,,15,,0,
Language used most often at work,            Welsh,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Celtic languages; n.i.e.,,0,,0,,0,,10,,10,,10,
Language used most often at work,          Germanic languages,,0,,0,,0,,13285,,7455,,5835,
Language used most often at work,            Afrikaans,,0,,0,,0,,85,,40,,40,
Language used most often at work,            Danish,,0,,0,,0,,90,,50,,35,
Language used most often at work,            Dutch,,0,,0,,0,,1165,,630,,540,
Language used most often at work,            Frisian,,0,,0,,0,,40,,25,,15,
Language used most often at work,            German,,0,,0,,0,,10065,,5715,,4345,
Language used most often at work,            Icelandic,,0,,0,,0,,0,,10,,0,
Language used most often at work,            Norwegian,,0,,0,,0,,65,,30,,40,
Language used most often at work,            Swedish,,0,,0,,0,,125,,55,,70,
Language used most often at work,            Vlaams (Flemish),,0,,0,,0,,35,,20,,15,
Language used most often at work,            Yiddish,,0,,0,,0,,895,,390,,505,
Language used most often at work,            Germanic languages; n.i.e.,,0,,0,,0,,720,,495,,225,
Language used most often at work,          Greek,,0,,0,,0,,1020,,545,,475,
Language used most often at work,          Indo-Iranian languages,,10,,10,,0,,37330,,21140,,16190,
Language used most often at work,            Indo-Aryan languages,,0,,0,,0,,32485,,18125,,14360,
Language used most often at work,              Bengali,,0,,0,,0,,530,,275,,245,
Language used most often at work,              Gujarati,,0,,0,,0,,880,,300,,585,
Language used most often at work,              Hindi,,0,,0,,0,,1405,,755,,650,
Language used most often at work,              Kashmiri,,0,,0,,0,,0,,0,,0,
Language used most often at work,              Konkani,,0,,0,,0,,10,,0,,0,
Language used most often at work,              Marathi,,0,,0,,0,,30,,15,,15,
Language used most often at work,              Nepali,,0,,0,,0,,195,,95,,100,
Language used most often at work,              Oriya (Odia),,0,,0,,0,,0,,0,,0,
Language used most often at work,              Punjabi (Panjabi),,0,,0,,0,,27870,,15945,,11920,
Language used most often at work,              Sindhi,,0,,0,,0,,35,,10,,30,
Language used most often at work,              Sinhala (Sinhalese),,0,,0,,0,,40,,25,,20,
Language used most often at work,              Urdu,,0,,0,,0,,1495,,705,,790,
Language used most often at work,            Iranian languages,,10,,0,,0,,4820,,3000,,1815,
Language used most often at work,              Kurdish,,0,,0,,0,,185,,150,,40,
Language used most often at work,              Pashto,,0,,0,,0,,50,,20,,25,
Language used most often at work,              Persian (Farsi),,0,,10,,0,,4580,,2830,,1750,
Language used most often at work,            Indo-Iranian languages; n.i.e.,,0,,0,,0,,20,,10,,15,
Language used most often at work,          Italic (Romance) languages,,15,,10,,15,,23025,,12965,,10060,
Language used most often at work,            Catalan,,0,,0,,0,,30,,10,,20,
Language used most often at work,            Italian,,0,,0,,0,,1705,,895,,805,
Language used most often at work,            Portuguese,,0,,0,,0,,7490,,4795,,2695,
Language used most often at work,            Romanian,,0,,0,,10,,745,,365,,380,
Language used most often at work,            Spanish,,15,,0,,10,,13030,,6885,,6145,
Language used most often at work,            Italic (Romance) languages; n.i.e.,,0,,0,,0,,25,,10,,10,
Language used most often at work,        Japanese,,0,,0,,0,,3255,,1195,,2065,
Language used most often at work,        Kartvelian languages,,0,,0,,0,,30,,10,,20,
Language used most often at work,          Georgian,,0,,0,,0,,30,,10,,20,
Language used most often at work,        Korean,,10,,10,,0,,12150,,6260,,5885,
Language used most often at work,        Mongolic languages,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Mongolian,,0,,0,,0,,10,,0,,10,
Language used most often at work,        Niger-Congo languages,,0,,0,,0,,235,,120,,115,
Language used most often at work,          Akan (Twi),,0,,0,,0,,25,,10,,20,
Language used most often at work,          Bamanankan,,0,,0,,0,,10,,0,,0,
Language used most often at work,          Edo,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Ewe,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Fulah (Pular; Pulaar; Fulfulde),,0,,0,,0,,0,,0,,0,
Language used most often at work,          Ga,,0,,0,,0,,10,,0,,0,
Language used most often at work,          Ganda,,0,,0,,0,,20,,10,,10,
Language used most often at work,          Igbo,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Lingala,,0,,0,,0,,10,,0,,10,
Language used most often at work,          Rundi (Kirundi),,0,,0,,0,,0,,0,,0,
Language used most often at work,          Kinyarwanda (Rwanda),,0,,0,,0,,25,,0,,15,
Language used most often at work,          Shona,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Swahili,,0,,0,,0,,80,,50,,30,
Language used most often at work,          Wolof,,0,,0,,0,,10,,0,,10,
Language used most often at work,          Yoruba,,0,,0,,0,,15,,0,,15,
Language used most often at work,          Niger-Congo languages; n.i.e.,,0,,0,,0,,30,,20,,0,
Language used most often at work,        Nilo-Saharan languages,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Dinka,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Nilo-Saharan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Sign languages,,0,,0,,0,,1920,,740,,1180,
Language used most often at work,          American Sign Language,,0,,0,,0,,1145,,340,,810,
Language used most often at work,          Quebec Sign Language,,0,,0,,0,,135,,15,,115,
Language used most often at work,          Sign languages; n.i.e,,0,,0,,0,,640,,390,,255,
Language used most often at work,        Sino-Tibetan languages,,40,,25,,15,,122880,,65030,,57850,
Language used most often at work,          Chinese languages,,40,,25,,20,,122610,,64880,,57730,
Language used most often at work,            Cantonese,,10,,15,,0,,58815,,30485,,28340,
Language used most often at work,            Hakka,,0,,0,,0,,70,,25,,45,
Language used most often at work,            Mandarin,,20,,10,,15,,60090,,32430,,27665,
Language used most often at work,            Min Dong,,0,,0,,0,,25,,15,,10,
Language used most often at work,            Min Nan (Chaochow; Teochow; Fukien; Taiwanese),,0,,0,,0,,565,,335,,225,
Language used most often at work,            Wu (Shanghainese),,0,,0,,0,,105,,65,,45,
Language used most often at work,            Chinese; n.o.s.,,10,,10,,0,,2930,,1530,,1405,
Language used most often at work,            Chinese languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Tibeto-Burman languages,,0,,0,,0,,270,,155,,115,
Language used most often at work,            Burmese,,0,,0,,0,,75,,35,,35,
Language used most often at work,            Karenic languages,,0,,0,,0,,135,,75,,55,
Language used most often at work,            Tibetan,,0,,0,,0,,50,,30,,20,
Language used most often at work,            Tibeto-Burman languages; n.i.e.,,0,,0,,0,,15,,10,,10,
Language used most often at work,        Tai-Kadai languages,,10,,0,,0,,675,,270,,405,
Language used most often at work,          Lao,,0,,0,,0,,150,,70,,80,
Language used most often at work,          Thai,,0,,0,,0,,525,,205,,325,
Language used most often at work,          Tai-Kadai languages; n.i.e,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Turkic languages,,0,,0,,0,,750,,475,,275,
Language used most often at work,          Azerbaijani,,0,,0,,0,,30,,20,,0,
Language used most often at work,          Turkish,,0,,0,,0,,685,,435,,255,
Language used most often at work,          Uyghur,,0,,0,,0,,15,,15,,0,
Language used most often at work,          Uzbek,,0,,0,,0,,15,,10,,0,
Language used most often at work,          Turkic languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Uralic languages,,0,,0,,0,,595,,270,,325,
Language used most often at work,          Estonian,,0,,0,,0,,50,,15,,40,
Language used most often at work,          Finnish,,0,,0,,0,,105,,40,,65,
Language used most often at work,          Hungarian,,0,,0,,0,,435,,225,,215,
Language used most often at work,          Uralic languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Other languages; n.i.e.,,0,,0,,0,,80,,45,,35,
Language used most often at work,  Multiple responses,,105,,60,,50,,590270,,300115,,290155,
Language used most often at work,    English and French,,55,,20,,30,,412680,,211095,,201585,
Language used most often at work,    English and non-official language,,50,,30,,20,,154285,,77870,,76420,
