Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Major field of study - Classification of Instructional Programs (CIP) 2016,    40. Physical sciences,,,x,,x,,x,179305,,122815,,56485,
Major field of study - Classification of Instructional Programs (CIP) 2016,    41. Science technologies/technicians,,,x,,x,,x,31270,,12980,,18290,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Mathematics; computer and information sciences,,,x,,x,,x,651480,,420370,,231110,
Major field of study - Classification of Instructional Programs (CIP) 2016,    11. Computer and information sciences and support services,,,x,,x,,x,514685,,356435,,158250,
Major field of study - Classification of Instructional Programs (CIP) 2016,    25. Library science,,,x,,x,,x,40820,,6495,,34320,
Major field of study - Classification of Instructional Programs (CIP) 2016,    27. Mathematics and statistics,,,x,,x,,x,86655,,50930,,35725,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30D Interdisciplinary mathematics; computer and information sciences,156,,x,,x,,x,9325,,6510,,2815,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Architecture; engineering; and related technologies,,,x,,x,,x,3327405,,3022700,,304700,
Major field of study - Classification of Instructional Programs (CIP) 2016,    04. Architecture and related services,,,x,,x,,x,114315,,72880,,41435,
Major field of study - Classification of Instructional Programs (CIP) 2016,    14. Engineering,,,x,,x,,x,752465,,615880,,136585,
Major field of study - Classification of Instructional Programs (CIP) 2016,    15. Engineering technologies and engineering-related fields,,,x,,x,,x,620065,,551855,,68205,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.12 Historic preservation and conservation,,,x,,x,,x,410,,85,,325,
Major field of study - Classification of Instructional Programs (CIP) 2016,    46. Construction trades,,,x,,x,,x,702155,,682710,,19445,
Major field of study - Classification of Instructional Programs (CIP) 2016,    47. Mechanic and repair technologies/technicians,,,x,,x,,x,731135,,709430,,21705,
Major field of study - Classification of Instructional Programs (CIP) 2016,    48. Precision production,,,x,,x,,x,406855,,389850,,17005,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Agriculture; natural resources and conservation,,,x,,x,,x,339050,,219040,,120010,
Major field of study - Classification of Instructional Programs (CIP) 2016,    01. Agriculture; agriculture operations and related sciences,,,x,,x,,x,205930,,127925,,78005,
Major field of study - Classification of Instructional Programs (CIP) 2016,    03. Natural resources and conservation,,,x,,x,,x,133120,,91115,,42005,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Health and related fields,,,x,,x,,x,2266720,,441180,,1825545,
Major field of study - Classification of Instructional Programs (CIP) 2016,    31. Parks; recreation; leisure and fitness studies,,,x,,x,,x,164295,,81260,,83040,
Major field of study - Classification of Instructional Programs (CIP) 2016,    51. Health professions and related programs,,,x,,x,,x,2047680,,329010,,1718670,
Major field of study - Classification of Instructional Programs (CIP) 2016,    60. Dental; medical and veterinary residency programs,,,x,,x,,x,54740,,30910,,23830,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Personal; protective and transportation services,,,x,,x,,x,995825,,507200,,488630,
Major field of study - Classification of Instructional Programs (CIP) 2016,    12. Personal and culinary services,,,x,,x,,x,565555,,151530,,414025,
Major field of study - Classification of Instructional Programs (CIP) 2016,    28. Military science; leadership and operational art,,,x,,x,,x,3505,,3080,,420,
Major field of study - Classification of Instructional Programs (CIP) 2016,    29. Military technologies and applied sciences,,,x,,x,,x,7900,,7230,,670,
Major field of study - Classification of Instructional Programs (CIP) 2016,    43. Security and protective services,,,x,,x,,x,206745,,150540,,56205,
Major field of study - Classification of Instructional Programs (CIP) 2016,    49. Transportation and materials moving,,,x,,x,,x,212125,,194810,,17315,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Other,,,x,,x,,x,3170,,885,,2280,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.99 Multidisciplinary/interdisciplinary studies; other,,,x,,x,,x,3170,,890,,2280,
Major field of study - Classification of Instructional Programs (CIP) 2016,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data,151,,x,,x,,x,18931385,,9268555,,9662825,
Major field of study - Classification of Instructional Programs (CIP) 2016,  No postsecondary certificate; diploma or degree,152,,x,,x,,x,6664380,,3447130,,3217250,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Education,,,x,,x,,x,727515,,160315,,567205,
Major field of study - Classification of Instructional Programs (CIP) 2016,    13. Education,,,x,,x,,x,727515,,160315,,567200,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Visual and performing arts; and communications technologies,,,x,,x,,x,467905,,208365,,259545,
Major field of study - Classification of Instructional Programs (CIP) 2016,    10. Communications technologies/technicians and support services,,,x,,x,,x,74530,,53995,,20535,
Major field of study - Classification of Instructional Programs (CIP) 2016,    50. Visual and performing arts,,,x,,x,,x,393375,,154370,,239005,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Humanities,,,x,,x,,x,614815,,232425,,382390,
Major field of study - Classification of Instructional Programs (CIP) 2016,    16. Aboriginal and foreign languages; literatures and linguistics,,,x,,x,,x,76540,,16200,,60340,
Major field of study - Classification of Instructional Programs (CIP) 2016,    23. English language and literature/letters,,,x,,x,,x,133800,,38310,,95485,
Major field of study - Classification of Instructional Programs (CIP) 2016,    24. Liberal arts and sciences; general studies and humanities,,,x,,x,,x,191005,,71770,,119235,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30A Interdisciplinary humanities,153,,x,,x,,x,3140,,1250,,1895,
Major field of study - Classification of Instructional Programs (CIP) 2016,    38. Philosophy and religious studies,,,x,,x,,x,37870,,21930,,15940,
Major field of study - Classification of Instructional Programs (CIP) 2016,    39. Theology and religious vocations,,,x,,x,,x,52295,,31200,,21090,
Major field of study - Classification of Instructional Programs (CIP) 2016,    54. History,,,x,,x,,x,82565,,43475,,39085,
Major field of study - Classification of Instructional Programs (CIP) 2016,    55. French language and literature/letters,,,x,,x,,x,37600,,8285,,29315,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Social and behavioural sciences and law,,,x,,x,,x,1417625,,453100,,964525,
Major field of study - Classification of Instructional Programs (CIP) 2016,    05. Area; ethnic; cultural; gender; and group studies,,,x,,x,,x,20300,,4595,,15705,
Major field of study - Classification of Instructional Programs (CIP) 2016,    09. Communication; journalism and related programs,,,x,,x,,x,152080,,56125,,95955,
Major field of study - Classification of Instructional Programs (CIP) 2016,    19. Family and consumer sciences/human sciences,,,x,,x,,x,259845,,19160,,240685,
Major field of study - Classification of Instructional Programs (CIP) 2016,    22. Legal professions and studies,,,x,,x,,x,241170,,76720,,164445,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30B Interdisciplinary social and behavioural sciences,154,,x,,x,,x,27310,,6390,,20920,
Major field of study - Classification of Instructional Programs (CIP) 2016,    42. Psychology,,,x,,x,,x,218470,,51570,,166900,
Major field of study - Classification of Instructional Programs (CIP) 2016,    45. Social sciences,,,x,,x,,x,498450,,238540,,259915,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Business; management and public administration,,,x,,x,,x,2696770,,1000895,,1695875,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.16 Accounting and computer science,,,x,,x,,x,4955,,1480,,3475,
Major field of study - Classification of Instructional Programs (CIP) 2016,    44. Public administration and social service professions,,,x,,x,,x,192190,,36890,,155305,
Major field of study - Classification of Instructional Programs (CIP) 2016,    52. Business; management; marketing and related support services,,,x,,x,,x,2499625,,962530,,1537095,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Physical and life sciences and technologies,,,x,,x,,x,449870,,222120,,227755,
Major field of study - Classification of Instructional Programs (CIP) 2016,    26. Biological and biomedical sciences,,,x,,x,,x,195830,,79945,,115880,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.01 Biological and physical sciences,,,x,,x,,x,89205,,42265,,46945,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30C Other interdisciplinary physical and life sciences,155,,x,,x,,x,9280,,3850,,5430,
Major field of study - Classification of Instructional Programs (CIP) 2016,    40. Physical sciences,,,x,,x,,x,132935,,87025,,45905,
Major field of study - Classification of Instructional Programs (CIP) 2016,    41. Science technologies/technicians,,,x,,x,,x,22625,,9035,,13590,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Mathematics; computer and information sciences,,,x,,x,,x,567415,,368840,,198575,
Major field of study - Classification of Instructional Programs (CIP) 2016,    11. Computer and information sciences and support services,,,x,,x,,x,464000,,321805,,142190,
Major field of study - Classification of Instructional Programs (CIP) 2016,    25. Library science,,,x,,x,,x,29955,,4870,,25080,
Major field of study - Classification of Instructional Programs (CIP) 2016,    27. Mathematics and statistics,,,x,,x,,x,65620,,36895,,28725,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30D Interdisciplinary mathematics; computer and information sciences,156,,x,,x,,x,7840,,5270,,2575,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Architecture; engineering; and related technologies,,,x,,x,,x,2532555,,2271735,,260820,
Major field of study - Classification of Instructional Programs (CIP) 2016,    04. Architecture and related services,,,x,,x,,x,93135,,57280,,35850,
Major field of study - Classification of Instructional Programs (CIP) 2016,    14. Engineering,,,x,,x,,x,612265,,490980,,121285,
Major field of study - Classification of Instructional Programs (CIP) 2016,    15. Engineering technologies and engineering-related fields,,,x,,x,,x,475045,,418595,,56450,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.12 Historic preservation and conservation,,,x,,x,,x,350,,70,,275,
Major field of study - Classification of Instructional Programs (CIP) 2016,    46. Construction trades,,,x,,x,,x,515630,,499670,,15960,
Major field of study - Classification of Instructional Programs (CIP) 2016,    47. Mechanic and repair technologies/technicians,,,x,,x,,x,540800,,523425,,17375,
Major field of study - Classification of Instructional Programs (CIP) 2016,    48. Precision production,,,x,,x,,x,295335,,281715,,13620,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Agriculture; natural resources and conservation,,,x,,x,,x,269445,,167680,,101770,
Major field of study - Classification of Instructional Programs (CIP) 2016,    01. Agriculture; agriculture operations and related sciences,,,x,,x,,x,159975,,94680,,65295,
Major field of study - Classification of Instructional Programs (CIP) 2016,    03. Natural resources and conservation,,,x,,x,,x,109470,,73000,,36470,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Health and related fields,,,x,,x,,x,1749545,,342395,,1407145,
Major field of study - Classification of Instructional Programs (CIP) 2016,    31. Parks; recreation; leisure and fitness studies,,,x,,x,,x,129560,,63315,,66245,
Major field of study - Classification of Instructional Programs (CIP) 2016,    51. Health professions and related programs,,,x,,x,,x,1576945,,256895,,1320050,
Major field of study - Classification of Instructional Programs (CIP) 2016,    60. Dental; medical and veterinary residency programs,,,x,,x,,x,43040,,22185,,20860,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Personal; protective and transportation services,,,x,,x,,x,770950,,392820,,378135,
Major field of study - Classification of Instructional Programs (CIP) 2016,    12. Personal and culinary services,,,x,,x,,x,431415,,114395,,317025,
Major field of study - Classification of Instructional Programs (CIP) 2016,    28. Military science; leadership and operational art,,,x,,x,,x,2725,,2355,,375,
Major field of study - Classification of Instructional Programs (CIP) 2016,    29. Military technologies and applied sciences,,,x,,x,,x,4425,,3975,,445,
Major field of study - Classification of Instructional Programs (CIP) 2016,    43. Security and protective services,,,x,,x,,x,162995,,116750,,46240,
Major field of study - Classification of Instructional Programs (CIP) 2016,    49. Transportation and materials moving,,,x,,x,,x,169400,,155340,,14050,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Other,,,x,,x,,x,2590,,745,,1845,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.99 Multidisciplinary/interdisciplinary studies; other,,,x,,x,,x,2585,,740,,1845,
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data,157,,x,,x,,x,28643015,,13990435,,14652585,
Location of study compared with province or territory of residence with countries outside Canada,  No postsecondary certificate; diploma or degree,,,x,,x,,x,12815975,,6354625,,6461350,
Location of study compared with province or territory of residence with countries outside Canada,  Postsecondary certificate; diploma or degree,158,,x,,x,,x,15827040,,7635805,,8191235,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study inside Canada,,,x,,x,,x,13117190,,6299305,,6817890,
Location of study compared with province or territory of residence with countries outside Canada,      Same as province or territory of residence,,,x,,x,,x,11519215,,5503640,,6015575,
Location of study compared with province or territory of residence with countries outside Canada,      Different than province or territory of residence,,,x,,x,,x,1597975,,795655,,802315,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study outside Canada,159,,x,,x,,x,2709850,,1336505,,1373345,
Location of study compared with province or territory of residence with countries outside Canada,      United States,160,,x,,x,,x,349540,,189995,,159545,
Location of study compared with province or territory of residence with countries outside Canada,      Philippines,,,x,,x,,x,298830,,109820,,189020,
Location of study compared with province or territory of residence with countries outside Canada,      India,,,x,,x,,x,281415,,142410,,138995,
Location of study compared with province or territory of residence with countries outside Canada,      United Kingdom,161,,x,,x,,x,232035,,131050,,100980,
Location of study compared with province or territory of residence with countries outside Canada,      China,162,,x,,x,,x,205375,,94690,,110685,
Location of study compared with province or territory of residence with countries outside Canada,      France,,,x,,x,,x,88860,,50400,,38455,
Location of study compared with province or territory of residence with countries outside Canada,      Other,,,x,,x,,x,1253790,,618135,,635655,
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data,157,,x,,x,,x,18931380,,9268555,,9662830,
Location of study compared with province or territory of residence with countries outside Canada,  No postsecondary certificate; diploma or degree,,,x,,x,,x,6664380,,3447125,,3217250,
Location of study compared with province or territory of residence with countries outside Canada,  Postsecondary certificate; diploma or degree,158,,x,,x,,x,12267005,,5821430,,6445575,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study inside Canada,,,x,,x,,x,10134590,,4807045,,5327545,
Location of study compared with province or territory of residence with countries outside Canada,      Same as province or territory of residence,,,x,,x,,x,8918160,,4207495,,4710665,
Location of study compared with province or territory of residence with countries outside Canada,      Different than province or territory of residence,,,x,,x,,x,1216425,,599545,,616875,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study outside Canada,159,,x,,x,,x,2132415,,1014385,,1118030,
Location of study compared with province or territory of residence with countries outside Canada,      United States,160,,x,,x,,x,254245,,131955,,122290,
Location of study compared with province or territory of residence with countries outside Canada,      Philippines,,,x,,x,,x,263095,,96025,,167065,
Location of study compared with province or territory of residence with countries outside Canada,      India,,,x,,x,,x,239535,,117445,,122090,
Location of study compared with province or territory of residence with countries outside Canada,      United Kingdom,161,,x,,x,,x,133655,,73575,,60085,
Location of study compared with province or territory of residence with countries outside Canada,      China,162,,x,,x,,x,175825,,79635,,96190,
Location of study compared with province or territory of residence with countries outside Canada,      France,,,x,,x,,x,72920,,40610,,32310,
Location of study compared with province or territory of residence with countries outside Canada,      Other,,,x,,x,,x,993135,,475145,,517990,
Labour force status,Total - Population aged 15 years and over by Labour force status - 25% sample data,163,,x,,x,,x,28643020,,13990430,,14652585,
Labour force status,  In the labour force,,,x,,x,,x,18672475,,9731830,,8940645,
Labour force status,    Employed,,,x,,x,,x,17230040,,8923540,,8306490,
Labour force status,    Unemployed,,,x,,x,,x,1442435,,808285,,634150,
Labour force status,  Not in the labour force,,,x,,x,,x,9970545,,4258605,,5711945,
Labour force status,Participation rate,,,x,,x,,x,65.2,,69.6,,61,
Labour force status,Employment rate,,,x,,x,,x,60.2,,63.8,,56.7,
Labour force status,Unemployment rate,,,x,,x,,x,7.7,,8.3,,7.1,
Work activity during the reference year,Total population aged 15 years and over by work activity during the reference year - 25% sample data,164,,x,,x,,x,28643020,,13990430,,14652580,
Work activity during the reference year,  Did not work,165,,x,,x,,x,9282005,,3930570,,5351440,
Work activity during the reference year,  Worked,,,x,,x,,x,19361010,,10059865,,9301150,
Work activity during the reference year,    Worked full year; full time,166,,x,,x,,x,9626010,,5402110,,4223895,
Work activity during the reference year,    Worked part year and/or part time,167,,x,,x,,x,9735005,,4657755,,5077245,
Work activity during the reference year,Average weeks worked in reference year,,,x,,x,,x,42.4,,42.9,,42,
Class of worker,Total labour force aged 15 years and over by class of worker - 25% sample data,168,,x,,x,,x,18672470,,9731825,,8940640,
Class of worker,  Class of worker - not applicable,169,,x,,x,,x,404350,,197705,,206640,
Class of worker,  All classes of workers,170,,x,,x,,x,18268125,,9534120,,8734000,
Class of worker,    Employee,,,x,,x,,x,16073685,,8158745,,7914940,
Class of worker,    Self-employed,171,,x,,x,,x,2194440,,1375380,,819060,
Occupation - National Occupational Classification (NOC) 2016,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,172,,x,,x,,x,18672470,,9731830,,8940645,
Occupation - National Occupational Classification (NOC) 2016,  Occupation - not applicable,169,,x,,x,,x,404350,,197710,,206640,
Occupation - National Occupational Classification (NOC) 2016,  All occupations,170,,x,,x,,x,18268120,,9534120,,8734005,
Occupation - National Occupational Classification (NOC) 2016,    0 Management occupations,,,x,,x,,x,2013370,,1251165,,762205,
Occupation - National Occupational Classification (NOC) 2016,    1 Business; finance and administration occupations,,,x,,x,,x,2874305,,862870,,2011440,
Occupation - National Occupational Classification (NOC) 2016,    2 Natural and applied sciences and related occupations,,,x,,x,,x,1273660,,990560,,283105,
Occupation - National Occupational Classification (NOC) 2016,    3 Health occupations,,,x,,x,,x,1245885,,244730,,1001155,
Occupation - National Occupational Classification (NOC) 2016,    4 Occupations in education; law and social; community and government services,,,x,,x,,x,2138445,,672945,,1465495,
Occupation - National Occupational Classification (NOC) 2016,    5 Occupations in art; culture; recreation and sport,,,x,,x,,x,557275,,255705,,301570,
Occupation - National Occupational Classification (NOC) 2016,    6 Sales and service occupations,,,x,,x,,x,4265895,,1843510,,2422390,
Occupation - National Occupational Classification (NOC) 2016,    7 Trades; transport and equipment operators and related occupations,,,x,,x,,x,2668875,,2504290,,164585,
Occupation - National Occupational Classification (NOC) 2016,    8 Natural resources; agriculture and related production occupations,,,x,,x,,x,416135,,331920,,84215,
Occupation - National Occupational Classification (NOC) 2016,    9 Occupations in manufacturing and utilities,,,x,,x,,x,814285,,576435,,237845,
Industry - North American Industry Classification System (NAICS) 2012,Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,173,,x,,x,,x,18672475,,9731830,,8940640,
Industry - North American Industry Classification System (NAICS) 2012,  Industry - NAICS2012 - not applicable,169,,x,,x,,x,404350,,197710,,206640,
Industry - North American Industry Classification System (NAICS) 2012,  All industry categories,170,,x,,x,,x,18268125,,9534120,,8734000,
Industry - North American Industry Classification System (NAICS) 2012,    11 Agriculture; forestry; fishing and hunting,,,x,,x,,x,444680,,310000,,134675,
Industry - North American Industry Classification System (NAICS) 2012,    21 Mining; quarrying; and oil and gas extraction,,,x,,x,,x,271300,,219880,,51420,
Industry - North American Industry Classification System (NAICS) 2012,    22 Utilities,,,x,,x,,x,136350,,100135,,36210,
Industry - North American Industry Classification System (NAICS) 2012,    23 Construction,,,x,,x,,x,1365010,,1196550,,168455,
Industry - North American Industry Classification System (NAICS) 2012,    31-33 Manufacturing,,,x,,x,,x,1596570,,1149745,,446820,
Industry - North American Industry Classification System (NAICS) 2012,    41 Wholesale trade,,,x,,x,,x,665685,,451230,,214455,
Industry - North American Industry Classification System (NAICS) 2012,    44-45 Retail trade,,,x,,x,,x,2110200,,984090,,1126115,
Industry - North American Industry Classification System (NAICS) 2012,    48-49 Transportation and warehousing,,,x,,x,,x,876050,,656375,,219670,
Industry - North American Industry Classification System (NAICS) 2012,    51 Information and cultural industries,,,x,,x,,x,420350,,243650,,176705,
Industry - North American Industry Classification System (NAICS) 2012,    52 Finance and insurance,,,x,,x,,x,790580,,327865,,462715,
Industry - North American Industry Classification System (NAICS) 2012,    53 Real estate and rental and leasing,,,x,,x,,x,333305,,184350,,148955,
Industry - North American Industry Classification System (NAICS) 2012,    54 Professional; scientific and technical services,,,x,,x,,x,1335125,,740520,,594605,
Industry - North American Industry Classification System (NAICS) 2012,    55 Management of companies and enterprises,,,x,,x,,x,28795,,12795,,16000,
Industry - North American Industry Classification System (NAICS) 2012,    56 Administrative and support; waste management and remediation services,,,x,,x,,x,802420,,462825,,339590,
Industry - North American Industry Classification System (NAICS) 2012,    61 Educational services,,,x,,x,,x,1346585,,420845,,925735,
Industry - North American Industry Classification System (NAICS) 2012,    62 Health care and social assistance,,,x,,x,,x,2138025,,383755,,1754270,
Industry - North American Industry Classification System (NAICS) 2012,    71 Arts; entertainment and recreation,,,x,,x,,x,379740,,192875,,186865,
Industry - North American Industry Classification System (NAICS) 2012,    72 Accommodation and food services,,,x,,x,,x,1283725,,535210,,748515,
Industry - North American Industry Classification System (NAICS) 2012,    81 Other services (except public administration),,,x,,x,,x,814695,,371880,,442815,
Industry - North American Industry Classification System (NAICS) 2012,    91 Public administration,,,x,,x,,x,1128945,,589530,,539405,
Place of work status,Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,174,,x,,x,,x,17230035,,8923540,,8306495,
Place of work status,  Worked at home,,,x,,x,,x,1272285,,639500,,632785,
Place of work status,  Worked outside Canada,,,x,,x,,x,78815,,54235,,24580,
Place of work status,  No fixed workplace address,,,x,,x,,x,1987260,,1487445,,499820,
Place of work status,  Worked at usual place,,,x,,x,,x,13891675,,6742360,,7149315,
Commuting destination,Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data,,,x,,x,,x,13891680,,6742365,,7149315,
Commuting destination,  Commute within census subdivision (CSD) of residence,,,x,,x,,x,8102115,,3723115,,4379005,
Commuting destination,  Commute to a different census subdivision (CSD) within census division (CD) of residence,,,x,,x,,x,2906390,,1435640,,1470750,
Commuting destination,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,,x,,x,,x,2725205,,1492170,,1233030,
Commuting destination,  Commute to a different province or territory,,,x,,x,,x,157970,,91445,,66525,
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,175,,x,,x,,x,15878940,,8229810,,7649135,
Main mode of commuting,  Car; truck; van - as a driver,,,x,,x,,x,11748095,,6380120,,5367975,
Main mode of commuting,  Car; truck; van - as a passenger,,,x,,x,,x,868920,,349855,,519065,
Main mode of commuting,  Public transit,,,x,,x,,x,1968215,,846735,,1121485,
Main mode of commuting,  Walked,,,x,,x,,x,877985,,392950,,485030,
Main mode of commuting,  Bicycle,,,x,,x,,x,222130,,146615,,75515,
Main mode of commuting,  Other method,,,x,,x,,x,193595,,113525,,80060,
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,176,,x,,x,,x,15878945,,8229810,,7649130,
Commuting duration,  Less than 15 minutes,,,x,,x,,x,4449920,,2071365,,2378555,
Commuting duration,  15 to 29 minutes,,,x,,x,,x,5314295,,2725165,,2589130,
Commuting duration,  30 to 44 minutes,,,x,,x,,x,3228845,,1782680,,1446165,
Commuting duration,  45 to 59 minutes,,,x,,x,,x,1391060,,768115,,622940,
Commuting duration,  60 minutes and over,,,x,,x,,x,1494830,,882485,,612345,
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,177,,x,,x,,x,15878940,,8229810,,7649135,
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,,x,,x,,x,1073680,,781230,,292455,
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,,x,,x,,x,2814750,,1754045,,1060710,
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,,x,,x,,x,4458835,,2217210,,2241620,
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,,x,,x,,x,3349975,,1408710,,1941265,
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,,x,,x,,x,1756265,,752940,,1003325,
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,,x,,x,,x,2425435,,1315670,,1109765,
Language used most often at work,Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data,178,,x,,x,,x,19956255,,10342970,,9613285,
Language used most often at work,  Single responses,,,x,,x,,x,19365980,,10042855,,9323130,
Language used most often at work,    Official languages,,,x,,x,,x,19090545,,9897470,,9193075,
Language used most often at work,      English,,,x,,x,,x,15265335,,7952010,,7313320,
Language used most often at work,      French,,,x,,x,,x,3825215,,1945465,,1879750,
Language used most often at work,    Non-official languages,,,x,,x,,x,275430,,145380,,130055,
Language used most often at work,      Aboriginal languages,,,x,,x,,x,24950,,12385,,12565,
Language used most often at work,        Algonquian languages,,,x,,x,,x,14440,,7370,,7070,
Language used most often at work,          Blackfoot,,,x,,x,,x,80,,45,,35,
Language used most often at work,          Cree-Montagnais languages,,,x,,x,,x,11540,,5820,,5720,
Language used most often at work,            Atikamekw,,,x,,x,,x,1095,,580,,515,
Language used most often at work,            Montagnais (Innu),,,x,,x,,x,2055,,970,,1085,
Language used most often at work,            Moose Cree,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Naskapi,,,x,,x,,x,370,,180,,190,
Language used most often at work,            Northern East Cree,,,x,,x,,x,40,,25,,10,
Language used most often at work,            Plains Cree,,,x,,x,,x,95,,60,,35,
Language used most often at work,            Southern East Cree,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Swampy Cree,,,x,,x,,x,15,,10,,0,
Language used most often at work,            Woods Cree,,,x,,x,,x,75,,35,,40,
Language used most often at work,            Cree; n.o.s.,,,x,,x,,x,7795,,3965,,3835,
Language used most often at work,          Eastern Algonquian languages,,,x,,x,,x,925,,510,,420,
Language used most often at work,            Malecite,,,x,,x,,x,10,,0,,10,
Language used most often at work,            Mi'kmaq,,,x,,x,,x,915,,505,,410,
Language used most often at work,          Ojibway-Potawatomi languages,,,x,,x,,x,1895,,995,,900,
Language used most often at work,            Algonquin,,,x,,x,,x,45,,20,,25,
Language used most often at work,            Ojibway,,,x,,x,,x,765,,380,,385,
Language used most often at work,            Oji-Cree,,,x,,x,,x,1080,,595,,485,
Language used most often at work,            Ottawa (Odawa),,,x,,x,,x,0,,10,,0,
Language used most often at work,          Algonquian languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Athabaskan languages,,,x,,x,,x,1140,,530,,610,
Language used most often at work,          Northern Athabaskan languages,,,x,,x,,x,1135,,525,,610,
Language used most often at work,            Babine (Wetsuwet'en),,,x,,x,,x,0,,0,,0,
Language used most often at work,            Beaver,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Carrier,,,x,,x,,x,20,,0,,15,
Language used most often at work,            Chilcotin,,,x,,x,,x,20,,0,,10,
Language used most often at work,            Dene,,,x,,x,,x,770,,360,,405,
Language used most often at work,            Dogrib (Tlicho),,,x,,x,,x,165,,80,,80,
Language used most often at work,            Gwich'in,,,x,,x,,x,10,,10,,10,
Language used most often at work,            Sarsi (Sarcee),,,x,,x,,x,0,,10,,0,
Language used most often at work,            Sekani,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Slavey-Hare languages,,,x,,x,,x,135,,65,,70,
Language used most often at work,              North Slavey (Hare),,,x,,x,,x,95,,45,,45,
Language used most often at work,              South Slavey,,,x,,x,,x,35,,20,,20,
Language used most often at work,              Slavey; n.o.s.,,,x,,x,,x,10,,10,,0,
Language used most often at work,            Tahltan languages,,,x,,x,,x,10,,10,,10,
Language used most often at work,              Kaska (Nahani),,,x,,x,,x,10,,0,,0,
Language used most often at work,              Tahltan,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Tutchone languages,,,x,,x,,x,0,,0,,10,
Language used most often at work,              Northern Tutchone,,,x,,x,,x,0,,0,,0,
Language used most often at work,              Southern Tutchone,,,x,,x,,x,0,,0,,10,
Language used most often at work,          Athabaskan languages; n.i.e.,,,x,,x,,x,0,,0,,0,
