Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Major field of study - Classification of Instructional Programs (CIP) 2016,    30C Other interdisciplinary physical and life sciences,155,10,,0,,10,,28155,,12625,,15530,
Major field of study - Classification of Instructional Programs (CIP) 2016,    40. Physical sciences,,135,,110,,25,,179305,,122815,,56485,
Major field of study - Classification of Instructional Programs (CIP) 2016,    41. Science technologies/technicians,,30,,20,,10,,31270,,12980,,18290,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Mathematics; computer and information sciences,,765,,560,,200,,651480,,420370,,231110,
Major field of study - Classification of Instructional Programs (CIP) 2016,    11. Computer and information sciences and support services,,590,,445,,145,,514685,,356435,,158250,
Major field of study - Classification of Instructional Programs (CIP) 2016,    25. Library science,,50,,20,,40,,40820,,6495,,34320,
Major field of study - Classification of Instructional Programs (CIP) 2016,    27. Mathematics and statistics,,100,,80,,20,,86655,,50930,,35725,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30D Interdisciplinary mathematics; computer and information sciences,156,20,,20,,10,,9325,,6510,,2815,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Architecture; engineering; and related technologies,,1580,,1260,,320,,3327405,,3022700,,304700,
Major field of study - Classification of Instructional Programs (CIP) 2016,    04. Architecture and related services,,185,,100,,90,,114315,,72880,,41435,
Major field of study - Classification of Instructional Programs (CIP) 2016,    14. Engineering,,930,,730,,195,,752465,,615880,,136585,
Major field of study - Classification of Instructional Programs (CIP) 2016,    15. Engineering technologies and engineering-related fields,,175,,150,,25,,620065,,551855,,68205,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.12 Historic preservation and conservation,,0,,0,,0,,410,,85,,325,
Major field of study - Classification of Instructional Programs (CIP) 2016,    46. Construction trades,,110,,105,,0,,702155,,682710,,19445,
Major field of study - Classification of Instructional Programs (CIP) 2016,    47. Mechanic and repair technologies/technicians,,95,,100,,0,,731135,,709430,,21705,
Major field of study - Classification of Instructional Programs (CIP) 2016,    48. Precision production,,75,,75,,0,,406855,,389850,,17005,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Agriculture; natural resources and conservation,,105,,50,,55,,339050,,219040,,120010,
Major field of study - Classification of Instructional Programs (CIP) 2016,    01. Agriculture; agriculture operations and related sciences,,50,,35,,15,,205930,,127925,,78005,
Major field of study - Classification of Instructional Programs (CIP) 2016,    03. Natural resources and conservation,,55,,15,,35,,133120,,91115,,42005,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Health and related fields,,1290,,400,,885,,2266720,,441180,,1825545,
Major field of study - Classification of Instructional Programs (CIP) 2016,    31. Parks; recreation; leisure and fitness studies,,70,,40,,30,,164295,,81260,,83040,
Major field of study - Classification of Instructional Programs (CIP) 2016,    51. Health professions and related programs,,1160,,325,,840,,2047680,,329010,,1718670,
Major field of study - Classification of Instructional Programs (CIP) 2016,    60. Dental; medical and veterinary residency programs,,55,,40,,20,,54740,,30910,,23830,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Personal; protective and transportation services,,490,,305,,180,,995825,,507200,,488630,
Major field of study - Classification of Instructional Programs (CIP) 2016,    12. Personal and culinary services,,375,,220,,155,,565555,,151530,,414025,
Major field of study - Classification of Instructional Programs (CIP) 2016,    28. Military science; leadership and operational art,,0,,0,,0,,3505,,3080,,420,
Major field of study - Classification of Instructional Programs (CIP) 2016,    29. Military technologies and applied sciences,,0,,0,,0,,7900,,7230,,670,
Major field of study - Classification of Instructional Programs (CIP) 2016,    43. Security and protective services,,65,,45,,15,,206745,,150540,,56205,
Major field of study - Classification of Instructional Programs (CIP) 2016,    49. Transportation and materials moving,,50,,45,,10,,212125,,194810,,17315,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Other,,10,,10,,0,,3170,,885,,2280,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.99 Multidisciplinary/interdisciplinary studies; other,,10,,10,,0,,3170,,890,,2280,
Major field of study - Classification of Instructional Programs (CIP) 2016,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data,151,12910,,6965,,5945,,18931385,,9268555,,9662825,
Major field of study - Classification of Instructional Programs (CIP) 2016,  No postsecondary certificate; diploma or degree,152,3670,,2050,,1620,,6664380,,3447130,,3217250,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Education,,395,,115,,280,,727515,,160315,,567205,
Major field of study - Classification of Instructional Programs (CIP) 2016,    13. Education,,395,,115,,280,,727515,,160315,,567200,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Visual and performing arts; and communications technologies,,700,,445,,255,,467905,,208365,,259545,
Major field of study - Classification of Instructional Programs (CIP) 2016,    10. Communications technologies/technicians and support services,,70,,50,,15,,74530,,53995,,20535,
Major field of study - Classification of Instructional Programs (CIP) 2016,    50. Visual and performing arts,,630,,390,,240,,393375,,154370,,239005,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Humanities,,660,,340,,320,,614815,,232425,,382390,
Major field of study - Classification of Instructional Programs (CIP) 2016,    16. Aboriginal and foreign languages; literatures and linguistics,,70,,30,,40,,76540,,16200,,60340,
Major field of study - Classification of Instructional Programs (CIP) 2016,    23. English language and literature/letters,,220,,90,,130,,133800,,38310,,95485,
Major field of study - Classification of Instructional Programs (CIP) 2016,    24. Liberal arts and sciences; general studies and humanities,,145,,80,,65,,191005,,71770,,119235,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30A Interdisciplinary humanities,153,10,,10,,0,,3140,,1250,,1895,
Major field of study - Classification of Instructional Programs (CIP) 2016,    38. Philosophy and religious studies,,60,,40,,15,,37870,,21930,,15940,
Major field of study - Classification of Instructional Programs (CIP) 2016,    39. Theology and religious vocations,,45,,20,,25,,52295,,31200,,21090,
Major field of study - Classification of Instructional Programs (CIP) 2016,    54. History,,105,,75,,25,,82565,,43475,,39085,
Major field of study - Classification of Instructional Programs (CIP) 2016,    55. French language and literature/letters,,10,,0,,10,,37600,,8285,,29315,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Social and behavioural sciences and law,,1410,,575,,840,,1417625,,453100,,964525,
Major field of study - Classification of Instructional Programs (CIP) 2016,    05. Area; ethnic; cultural; gender; and group studies,,35,,10,,25,,20300,,4595,,15705,
Major field of study - Classification of Instructional Programs (CIP) 2016,    09. Communication; journalism and related programs,,240,,135,,105,,152080,,56125,,95955,
Major field of study - Classification of Instructional Programs (CIP) 2016,    19. Family and consumer sciences/human sciences,,190,,25,,170,,259845,,19160,,240685,
Major field of study - Classification of Instructional Programs (CIP) 2016,    22. Legal professions and studies,,245,,115,,130,,241170,,76720,,164445,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30B Interdisciplinary social and behavioural sciences,154,25,,0,,20,,27310,,6390,,20920,
Major field of study - Classification of Instructional Programs (CIP) 2016,    42. Psychology,,180,,75,,105,,218470,,51570,,166900,
Major field of study - Classification of Instructional Programs (CIP) 2016,    45. Social sciences,,495,,215,,285,,498450,,238540,,259915,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Business; management and public administration,,2010,,955,,1055,,2696770,,1000895,,1695875,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.16 Accounting and computer science,,10,,0,,0,,4955,,1480,,3475,
Major field of study - Classification of Instructional Programs (CIP) 2016,    44. Public administration and social service professions,,155,,60,,95,,192190,,36890,,155305,
Major field of study - Classification of Instructional Programs (CIP) 2016,    52. Business; management; marketing and related support services,,1850,,890,,960,,2499625,,962530,,1537095,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Physical and life sciences and technologies,,435,,250,,190,,449870,,222120,,227755,
Major field of study - Classification of Instructional Programs (CIP) 2016,    26. Biological and biomedical sciences,,230,,110,,115,,195830,,79945,,115880,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.01 Biological and physical sciences,,65,,35,,35,,89205,,42265,,46945,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30C Other interdisciplinary physical and life sciences,155,0,,0,,0,,9280,,3850,,5430,
Major field of study - Classification of Instructional Programs (CIP) 2016,    40. Physical sciences,,110,,90,,25,,132935,,87025,,45905,
Major field of study - Classification of Instructional Programs (CIP) 2016,    41. Science technologies/technicians,,20,,15,,0,,22625,,9035,,13590,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Mathematics; computer and information sciences,,685,,510,,175,,567415,,368840,,198575,
Major field of study - Classification of Instructional Programs (CIP) 2016,    11. Computer and information sciences and support services,,545,,415,,125,,464000,,321805,,142190,
Major field of study - Classification of Instructional Programs (CIP) 2016,    25. Library science,,35,,10,,30,,29955,,4870,,25080,
Major field of study - Classification of Instructional Programs (CIP) 2016,    27. Mathematics and statistics,,95,,75,,15,,65620,,36895,,28725,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30D Interdisciplinary mathematics; computer and information sciences,156,10,,10,,0,,7840,,5270,,2575,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Architecture; engineering; and related technologies,,1395,,1115,,285,,2532555,,2271735,,260820,
Major field of study - Classification of Instructional Programs (CIP) 2016,    04. Architecture and related services,,170,,85,,80,,93135,,57280,,35850,
Major field of study - Classification of Instructional Programs (CIP) 2016,    14. Engineering,,850,,680,,175,,612265,,490980,,121285,
Major field of study - Classification of Instructional Programs (CIP) 2016,    15. Engineering technologies and engineering-related fields,,145,,130,,20,,475045,,418595,,56450,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.12 Historic preservation and conservation,,0,,0,,0,,350,,70,,275,
Major field of study - Classification of Instructional Programs (CIP) 2016,    46. Construction trades,,95,,90,,10,,515630,,499670,,15960,
Major field of study - Classification of Instructional Programs (CIP) 2016,    47. Mechanic and repair technologies/technicians,,80,,75,,0,,540800,,523425,,17375,
Major field of study - Classification of Instructional Programs (CIP) 2016,    48. Precision production,,60,,55,,0,,295335,,281715,,13620,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Agriculture; natural resources and conservation,,85,,45,,35,,269445,,167680,,101770,
Major field of study - Classification of Instructional Programs (CIP) 2016,    01. Agriculture; agriculture operations and related sciences,,50,,30,,20,,159975,,94680,,65295,
Major field of study - Classification of Instructional Programs (CIP) 2016,    03. Natural resources and conservation,,35,,15,,20,,109470,,73000,,36470,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Health and related fields,,1050,,320,,730,,1749545,,342395,,1407145,
Major field of study - Classification of Instructional Programs (CIP) 2016,    31. Parks; recreation; leisure and fitness studies,,45,,30,,15,,129560,,63315,,66245,
Major field of study - Classification of Instructional Programs (CIP) 2016,    51. Health professions and related programs,,960,,260,,700,,1576945,,256895,,1320050,
Major field of study - Classification of Instructional Programs (CIP) 2016,    60. Dental; medical and veterinary residency programs,,40,,30,,10,,43040,,22185,,20860,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Personal; protective and transportation services,,395,,240,,160,,770950,,392820,,378135,
Major field of study - Classification of Instructional Programs (CIP) 2016,    12. Personal and culinary services,,300,,165,,135,,431415,,114395,,317025,
Major field of study - Classification of Instructional Programs (CIP) 2016,    28. Military science; leadership and operational art,,0,,0,,0,,2725,,2355,,375,
Major field of study - Classification of Instructional Programs (CIP) 2016,    29. Military technologies and applied sciences,,0,,0,,0,,4425,,3975,,445,
Major field of study - Classification of Instructional Programs (CIP) 2016,    43. Security and protective services,,45,,30,,20,,162995,,116750,,46240,
Major field of study - Classification of Instructional Programs (CIP) 2016,    49. Transportation and materials moving,,50,,40,,10,,169400,,155340,,14050,
Major field of study - Classification of Instructional Programs (CIP) 2016,  Other,,10,,10,,10,,2590,,745,,1845,
Major field of study - Classification of Instructional Programs (CIP) 2016,    30.99 Multidisciplinary/interdisciplinary studies; other,,10,,10,,0,,2585,,740,,1845,
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data,157,17645,,9200,,8445,,28643015,,13990435,,14652585,
Location of study compared with province or territory of residence with countries outside Canada,  No postsecondary certificate; diploma or degree,,6485,,3380,,3110,,12815975,,6354625,,6461350,
Location of study compared with province or territory of residence with countries outside Canada,  Postsecondary certificate; diploma or degree,158,11160,,5825,,5335,,15827040,,7635805,,8191235,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study inside Canada,,6360,,3455,,2905,,13117190,,6299305,,6817890,
Location of study compared with province or territory of residence with countries outside Canada,      Same as province or territory of residence,,5630,,3040,,2590,,11519215,,5503640,,6015575,
Location of study compared with province or territory of residence with countries outside Canada,      Different than province or territory of residence,,730,,415,,310,,1597975,,795655,,802315,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study outside Canada,159,4800,,2370,,2430,,2709850,,1336505,,1373345,
Location of study compared with province or territory of residence with countries outside Canada,      United States,160,290,,200,,95,,349540,,189995,,159545,
Location of study compared with province or territory of residence with countries outside Canada,      Philippines,,1275,,400,,880,,298830,,109820,,189020,
Location of study compared with province or territory of residence with countries outside Canada,      India,,775,,485,,290,,281415,,142410,,138995,
Location of study compared with province or territory of residence with countries outside Canada,      United Kingdom,161,235,,125,,110,,232035,,131050,,100980,
Location of study compared with province or territory of residence with countries outside Canada,      China,162,150,,85,,65,,205375,,94690,,110685,
Location of study compared with province or territory of residence with countries outside Canada,      France,,65,,40,,30,,88860,,50400,,38455,
Location of study compared with province or territory of residence with countries outside Canada,      Other,,2005,,1040,,965,,1253790,,618135,,635655,
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data,157,12905,,6965,,5940,,18931380,,9268555,,9662830,
Location of study compared with province or territory of residence with countries outside Canada,  No postsecondary certificate; diploma or degree,,3665,,2050,,1625,,6664380,,3447125,,3217250,
Location of study compared with province or territory of residence with countries outside Canada,  Postsecondary certificate; diploma or degree,158,9235,,4915,,4320,,12267005,,5821430,,6445575,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study inside Canada,,5170,,2875,,2295,,10134590,,4807045,,5327545,
Location of study compared with province or territory of residence with countries outside Canada,      Same as province or territory of residence,,4570,,2530,,2040,,8918160,,4207495,,4710665,
Location of study compared with province or territory of residence with countries outside Canada,      Different than province or territory of residence,,610,,350,,260,,1216425,,599545,,616875,
Location of study compared with province or territory of residence with countries outside Canada,    Location of study outside Canada,159,4065,,2040,,2025,,2132415,,1014385,,1118030,
Location of study compared with province or territory of residence with countries outside Canada,      United States,160,200,,135,,60,,254245,,131955,,122290,
Location of study compared with province or territory of residence with countries outside Canada,      Philippines,,1125,,365,,765,,263095,,96025,,167065,
Location of study compared with province or territory of residence with countries outside Canada,      India,,720,,435,,280,,239535,,117445,,122090,
Location of study compared with province or territory of residence with countries outside Canada,      United Kingdom,161,150,,85,,60,,133655,,73575,,60085,
Location of study compared with province or territory of residence with countries outside Canada,      China,162,120,,70,,45,,175825,,79635,,96190,
Location of study compared with province or territory of residence with countries outside Canada,      France,,40,,30,,15,,72920,,40610,,32310,
Location of study compared with province or territory of residence with countries outside Canada,      Other,,1715,,930,,795,,993135,,475145,,517990,
Labour force status,Total - Population aged 15 years and over by Labour force status - 25% sample data,163,17645,,9200,,8445,,28643020,,13990430,,14652585,
Labour force status,  In the labour force,,11610,,6485,,5125,,18672475,,9731830,,8940645,
Labour force status,    Employed,,10380,,5845,,4530,,17230040,,8923540,,8306490,
Labour force status,    Unemployed,,1230,,640,,590,,1442435,,808285,,634150,
Labour force status,  Not in the labour force,,6035,,2715,,3320,,9970545,,4258605,,5711945,
Labour force status,Participation rate,,65.8,,70.5,,60.7,,65.2,,69.6,,61,
Labour force status,Employment rate,,58.8,,63.5,,53.6,,60.2,,63.8,,56.7,
Labour force status,Unemployment rate,,10.6,,9.9,,11.5,,7.7,,8.3,,7.1,
Work activity during the reference year,Total population aged 15 years and over by work activity during the reference year - 25% sample data,164,17645,,9200,,8445,,28643020,,13990430,,14652580,
Work activity during the reference year,  Did not work,165,6185,,2815,,3370,,9282005,,3930570,,5351440,
Work activity during the reference year,  Worked,,11460,,6390,,5070,,19361010,,10059865,,9301150,
Work activity during the reference year,    Worked full year; full time,166,5145,,3130,,2020,,9626010,,5402110,,4223895,
Work activity during the reference year,    Worked part year and/or part time,167,6310,,3255,,3055,,9735005,,4657755,,5077245,
Work activity during the reference year,Average weeks worked in reference year,,41.5,,42.3,,40.4,,42.4,,42.9,,42,
Class of worker,Total labour force aged 15 years and over by class of worker - 25% sample data,168,11610,,6485,,5125,,18672470,,9731825,,8940640,
Class of worker,  Class of worker - not applicable,169,470,,255,,215,,404350,,197705,,206640,
Class of worker,  All classes of workers,170,11140,,6230,,4905,,18268125,,9534120,,8734000,
Class of worker,    Employee,,9885,,5425,,4460,,16073685,,8158745,,7914940,
Class of worker,    Self-employed,171,1250,,810,,445,,2194440,,1375380,,819060,
Occupation - National Occupational Classification (NOC) 2016,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,172,11610,,6485,,5125,,18672470,,9731830,,8940645,
Occupation - National Occupational Classification (NOC) 2016,  Occupation - not applicable,169,470,,250,,220,,404350,,197710,,206640,
Occupation - National Occupational Classification (NOC) 2016,  All occupations,170,11140,,6230,,4905,,18268120,,9534120,,8734005,
Occupation - National Occupational Classification (NOC) 2016,    0 Management occupations,,1000,,620,,380,,2013370,,1251165,,762205,
Occupation - National Occupational Classification (NOC) 2016,    1 Business; finance and administration occupations,,1585,,775,,810,,2874305,,862870,,2011440,
Occupation - National Occupational Classification (NOC) 2016,    2 Natural and applied sciences and related occupations,,1000,,800,,200,,1273660,,990560,,283105,
Occupation - National Occupational Classification (NOC) 2016,    3 Health occupations,,550,,230,,315,,1245885,,244730,,1001155,
Occupation - National Occupational Classification (NOC) 2016,    4 Occupations in education; law and social; community and government services,,1635,,560,,1080,,2138445,,672945,,1465495,
Occupation - National Occupational Classification (NOC) 2016,    5 Occupations in art; culture; recreation and sport,,685,,405,,280,,557275,,255705,,301570,
Occupation - National Occupational Classification (NOC) 2016,    6 Sales and service occupations,,3795,,2030,,1765,,4265895,,1843510,,2422390,
Occupation - National Occupational Classification (NOC) 2016,    7 Trades; transport and equipment operators and related occupations,,585,,575,,10,,2668875,,2504290,,164585,
Occupation - National Occupational Classification (NOC) 2016,    8 Natural resources; agriculture and related production occupations,,30,,30,,0,,416135,,331920,,84215,
Occupation - National Occupational Classification (NOC) 2016,    9 Occupations in manufacturing and utilities,,270,,210,,65,,814285,,576435,,237845,
Industry - North American Industry Classification System (NAICS) 2012,Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,173,11605,,6480,,5125,,18672475,,9731830,,8940640,
Industry - North American Industry Classification System (NAICS) 2012,  Industry - NAICS2012 - not applicable,169,470,,255,,220,,404350,,197710,,206640,
Industry - North American Industry Classification System (NAICS) 2012,  All industry categories,170,11140,,6235,,4910,,18268125,,9534120,,8734000,
Industry - North American Industry Classification System (NAICS) 2012,    11 Agriculture; forestry; fishing and hunting,,0,,0,,0,,444680,,310000,,134675,
Industry - North American Industry Classification System (NAICS) 2012,    21 Mining; quarrying; and oil and gas extraction,,0,,0,,0,,271300,,219880,,51420,
Industry - North American Industry Classification System (NAICS) 2012,    22 Utilities,,25,,0,,20,,136350,,100135,,36210,
Industry - North American Industry Classification System (NAICS) 2012,    23 Construction,,250,,250,,0,,1365010,,1196550,,168455,
Industry - North American Industry Classification System (NAICS) 2012,    31-33 Manufacturing,,485,,355,,135,,1596570,,1149745,,446820,
Industry - North American Industry Classification System (NAICS) 2012,    41 Wholesale trade,,285,,220,,65,,665685,,451230,,214455,
Industry - North American Industry Classification System (NAICS) 2012,    44-45 Retail trade,,1195,,625,,570,,2110200,,984090,,1126115,
Industry - North American Industry Classification System (NAICS) 2012,    48-49 Transportation and warehousing,,365,,305,,60,,876050,,656375,,219670,
Industry - North American Industry Classification System (NAICS) 2012,    51 Information and cultural industries,,505,,305,,200,,420350,,243650,,176705,
Industry - North American Industry Classification System (NAICS) 2012,    52 Finance and insurance,,750,,475,,275,,790580,,327865,,462715,
Industry - North American Industry Classification System (NAICS) 2012,    53 Real estate and rental and leasing,,225,,155,,70,,333305,,184350,,148955,
Industry - North American Industry Classification System (NAICS) 2012,    54 Professional; scientific and technical services,,1275,,860,,420,,1335125,,740520,,594605,
Industry - North American Industry Classification System (NAICS) 2012,    55 Management of companies and enterprises,,35,,20,,15,,28795,,12795,,16000,
Industry - North American Industry Classification System (NAICS) 2012,    56 Administrative and support; waste management and remediation services,,740,,400,,340,,802420,,462825,,339590,
Industry - North American Industry Classification System (NAICS) 2012,    61 Educational services,,895,,400,,490,,1346585,,420845,,925735,
Industry - North American Industry Classification System (NAICS) 2012,    62 Health care and social assistance,,1150,,370,,785,,2138025,,383755,,1754270,
Industry - North American Industry Classification System (NAICS) 2012,    71 Arts; entertainment and recreation,,285,,185,,100,,379740,,192875,,186865,
Industry - North American Industry Classification System (NAICS) 2012,    72 Accommodation and food services,,1515,,810,,705,,1283725,,535210,,748515,
Industry - North American Industry Classification System (NAICS) 2012,    81 Other services (except public administration),,800,,300,,495,,814695,,371880,,442815,
Industry - North American Industry Classification System (NAICS) 2012,    91 Public administration,,360,,195,,165,,1128945,,589530,,539405,
Place of work status,Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,174,10380,,5845,,4530,,17230035,,8923540,,8306495,
Place of work status,  Worked at home,,565,,365,,200,,1272285,,639500,,632785,
Place of work status,  Worked outside Canada,,40,,35,,0,,78815,,54235,,24580,
Place of work status,  No fixed workplace address,,1015,,690,,330,,1987260,,1487445,,499820,
Place of work status,  Worked at usual place,,8760,,4760,,4000,,13891675,,6742360,,7149315,
Commuting destination,Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data,,8760,,4760,,4000,,13891680,,6742365,,7149315,
Commuting destination,  Commute within census subdivision (CSD) of residence,,7970,,4240,,3735,,8102115,,3723115,,4379005,
Commuting destination,  Commute to a different census subdivision (CSD) within census division (CD) of residence,,0,,0,,0,,2906390,,1435640,,1470750,
Commuting destination,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,775,,520,,255,,2725205,,1492170,,1233030,
Commuting destination,  Commute to a different province or territory,,15,,0,,10,,157970,,91445,,66525,
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,175,9775,,5450,,4325,,15878940,,8229810,,7649135,
Main mode of commuting,  Car; truck; van - as a driver,,1530,,1075,,455,,11748095,,6380120,,5367975,
Main mode of commuting,  Car; truck; van - as a passenger,,155,,75,,85,,868920,,349855,,519065,
Main mode of commuting,  Public transit,,5255,,2615,,2640,,1968215,,846735,,1121485,
Main mode of commuting,  Walked,,1985,,1075,,915,,877985,,392950,,485030,
Main mode of commuting,  Bicycle,,710,,505,,205,,222130,,146615,,75515,
Main mode of commuting,  Other method,,135,,110,,30,,193595,,113525,,80060,
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,176,9780,,5445,,4330,,15878945,,8229810,,7649130,
Commuting duration,  Less than 15 minutes,,1130,,680,,450,,4449920,,2071365,,2378555,
Commuting duration,  15 to 29 minutes,,3310,,1850,,1465,,5314295,,2725165,,2589130,
Commuting duration,  30 to 44 minutes,,2960,,1585,,1370,,3228845,,1782680,,1446165,
Commuting duration,  45 to 59 minutes,,1105,,620,,485,,1391060,,768115,,622940,
Commuting duration,  60 minutes and over,,1280,,720,,555,,1494830,,882485,,612345,
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,177,9775,,5445,,4330,,15878940,,8229810,,7649135,
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,365,,240,,120,,1073680,,781230,,292455,
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,1105,,620,,490,,2814750,,1754045,,1060710,
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,1650,,880,,765,,4458835,,2217210,,2241620,
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,2585,,1455,,1130,,3349975,,1408710,,1941265,
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,1985,,1030,,960,,1756265,,752940,,1003325,
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,2090,,1220,,865,,2425435,,1315670,,1109765,
Language used most often at work,Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data,178,12030,,6675,,5345,,19956255,,10342970,,9613285,
Language used most often at work,  Single responses,,11700,,6510,,5190,,19365980,,10042855,,9323130,
Language used most often at work,    Official languages,,11550,,6420,,5130,,19090545,,9897470,,9193075,
Language used most often at work,      English,,11505,,6400,,5100,,15265335,,7952010,,7313320,
Language used most often at work,      French,,40,,15,,25,,3825215,,1945465,,1879750,
Language used most often at work,    Non-official languages,,150,,90,,65,,275430,,145380,,130055,
Language used most often at work,      Aboriginal languages,,0,,0,,0,,24950,,12385,,12565,
Language used most often at work,        Algonquian languages,,0,,0,,0,,14440,,7370,,7070,
Language used most often at work,          Blackfoot,,0,,0,,0,,80,,45,,35,
Language used most often at work,          Cree-Montagnais languages,,0,,0,,0,,11540,,5820,,5720,
Language used most often at work,            Atikamekw,,0,,0,,0,,1095,,580,,515,
Language used most often at work,            Montagnais (Innu),,0,,0,,0,,2055,,970,,1085,
Language used most often at work,            Moose Cree,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Naskapi,,0,,0,,0,,370,,180,,190,
Language used most often at work,            Northern East Cree,,0,,0,,0,,40,,25,,10,
Language used most often at work,            Plains Cree,,0,,0,,0,,95,,60,,35,
Language used most often at work,            Southern East Cree,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Swampy Cree,,0,,0,,0,,15,,10,,0,
Language used most often at work,            Woods Cree,,0,,0,,0,,75,,35,,40,
Language used most often at work,            Cree; n.o.s.,,0,,0,,0,,7795,,3965,,3835,
Language used most often at work,          Eastern Algonquian languages,,0,,0,,0,,925,,510,,420,
Language used most often at work,            Malecite,,0,,0,,0,,10,,0,,10,
Language used most often at work,            Mi'kmaq,,0,,0,,0,,915,,505,,410,
Language used most often at work,          Ojibway-Potawatomi languages,,0,,0,,0,,1895,,995,,900,
Language used most often at work,            Algonquin,,0,,0,,0,,45,,20,,25,
Language used most often at work,            Ojibway,,0,,0,,0,,765,,380,,385,
Language used most often at work,            Oji-Cree,,0,,0,,0,,1080,,595,,485,
Language used most often at work,            Ottawa (Odawa),,0,,0,,0,,0,,10,,0,
Language used most often at work,          Algonquian languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Athabaskan languages,,0,,0,,0,,1140,,530,,610,
Language used most often at work,          Northern Athabaskan languages,,0,,0,,0,,1135,,525,,610,
Language used most often at work,            Babine (Wetsuwet'en),,0,,0,,0,,0,,0,,0,
Language used most often at work,            Beaver,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Carrier,,0,,0,,0,,20,,0,,15,
Language used most often at work,            Chilcotin,,0,,0,,0,,20,,0,,10,
Language used most often at work,            Dene,,0,,0,,0,,770,,360,,405,
Language used most often at work,            Dogrib (Tlicho),,0,,0,,0,,165,,80,,80,
Language used most often at work,            Gwich'in,,0,,0,,0,,10,,10,,10,
Language used most often at work,            Sarsi (Sarcee),,0,,0,,0,,0,,10,,0,
Language used most often at work,            Sekani,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Slavey-Hare languages,,0,,0,,0,,135,,65,,70,
Language used most often at work,              North Slavey (Hare),,0,,0,,0,,95,,45,,45,
Language used most often at work,              South Slavey,,0,,0,,0,,35,,20,,20,
Language used most often at work,              Slavey; n.o.s.,,0,,0,,0,,10,,10,,0,
